Rows,brand,model,transmission,age,fuel,engine,km,owner,price,location,mileage,power,seats,type
14019,hyundai,santro,manual,13,petrol,1086,30000,,135000,,17.92,62.1,5,
14020,ford,ecosport,manual,3,diesel,1498,29100,,1100000,,21.7,98.96,5,
14021,mahindra,bolero,manual,12,diesel,2523,120000,,300000,,13.6,63,7,
14022,hyundai,creta,manual,5,diesel,1582,27000,,1199000,,19.67,126.2,5,
14023,mahindra,xuv500,manual,8,diesel,2179,54278,,540000,,15.1,140,7,
14024,honda,city,manual,5,petrol,1497,80000,,650000,,17.8,117.3,5,
14025,maruti,wagon r,manual,6,cng,998,120000,,333000,,26.6,58.16,5,
14026,maruti,ciaz,manual,6,diesel,1248,60000,,650000,,28.09,88.5,5,
14027,mercedes-benz,e-class,automatic,8,diesel,2143,65000,,2250000,,13,201.1,5,
14028,bmw,3,automatic,13,petrol,2497,94603,,650000,,10.9,215,5,
14029,maruti,alto,manual,6,petrol,796,57000,,285000,,22.74,47.3,5,
14030,hyundai,i20,manual,6,diesel,1396,72000,,580000,,21.27,88.76,5,
14031,maruti,wagon r,manual,8,petrol,998,40000,,395000,,20.51,67.04,5,
14032,volkswagen,polo,manual,9,diesel,1199,120000,,300000,,22.07,73.9,5,
14033,hyundai,i20,automatic,12,petrol,1396,80000,,280000,,15,100,5,
14034,hyundai,grand,automatic,2,petrol,1197,20000,,550000,,18.9,81.86,5,
14035,ford,ecosport,manual,8,diesel,1498,94000,,525000,,22.7,89.84,5,
14036,maruti,ertiga,manual,3,diesel,1248,5000,,957000,,25.47,88.5,7,
14037,maruti,ertiga,manual,9,diesel,1248,110000,,600000,,20.77,88.8,7,
14038,ford,figo,manual,11,diesel,1399,82000,,211000,,20,68,5,
14039,ford,ecosport,manual,6,petrol,1499,64000,,470000,,15.8,110,5,
14040,ford,aspire,manual,3,petrol,1196,5000,,680000,,18.16,86.8,5,
14041,ford,ecosport,manual,4,petrol,1497,38966,,685000,,17,121.36,5,
14042,ford,figo,manual,3,diesel,1498,50000,,650000,,25.83,99,5,
14043,mahindra,kuv100,manual,3,diesel,1198,35000,,786000,,25.32,77,6,
14044,tata,tiago,manual,4,diesel,1047,50000,,450000,,27.28,69,5,
14045,hyundai,verna,manual,3,petrol,1591,30000,,900000,,17,121.3,5,
14046,maruti,swift dzire,manual,7,diesel,1248,90000,,450000,,23.4,74,5,
14047,maruti,baleno,manual,4,diesel,1248,32000,,765000,,27.39,74,5,
14048,toyota,innova,manual,5,diesel,2393,92571,,1675000,,13.68,147.8,7,
14049,toyota,innova,manual,5,diesel,2494,122000,,1150000,,12.99,100.6,7,
14050,bmw,3,automatic,4,diesel,1995,36000,,3100000,,21.76,188,5,
14051,honda,city,manual,12,petrol,1497,100000,,300000,,17,118,5,
14052,hyundai,grand,manual,2,petrol,1197,14500,,565000,,18.9,81.86,5,
14053,tata,tiago,manual,3,petrol,1199,41000,,520000,,23.84,84,5,
14054,maruti,alto,manual,12,petrol,796,63000,,110000,,19.7,46.3,5,
14055,hyundai,grand,manual,5,diesel,1186,63821,,445000,,24,73.97,5,
14056,mahindra,bolero,manual,14,diesel,2523,90000,,230000,,13.6,63,7,
14057,mahindra,thar,manual,3,diesel,2498,25000,,850000,,16.55,105,6,
14058,volkswagen,polo,manual,5,diesel,1199,76574,,650000,,22.07,73.9,5,
14059,hyundai,verna,manual,3,petrol,1591,5557,,1045000,,17,121.3,5,
14060,ford,aspire,manual,5,diesel,1498,100000,,350000,,25.83,99,5,
14061,honda,amaze,manual,5,petrol,1198,50000,,500000,,18,86.7,5,
14062,maruti,celerio,automatic,3,petrol,998,40000,,450000,,21.63,67,5,
14063,ford,figo,manual,4,petrol,1196,19300,,567000,,18.16,86.8,5,
14064,bmw,3,automatic,8,diesel,1995,105000,,1465000,,18.88,184,5,
14065,hyundai,i10,manual,8,petrol,1197,150000,,350000,,20.36,78.9,5,
14066,renault,kwid,manual,6,petrol,799,74675,,284000,,25.17,53.3,5,
14067,maruti,vitara,manual,5,diesel,1248,20000,,1000000,,24.3,88.5,5,
14068,volkswagen,polo,manual,7,diesel,1498,72103,,535000,,20.14,88.8,5,
14069,hyundai,i10,manual,12,petrol,1197,61171,,290000,,20.36,78.9,5,
14070,hyundai,creta,manual,5,petrol,1591,36503,,1050000,,13,121.3,5,
14071,maruti,eeco,manual,6,petrol,1196,58500,,349000,,15.37,73,7,
14072,hyundai,i20,manual,4,petrol,1197,38120,,690000,,18.6,81.83,5,
14073,mercedes-benz,e-class,automatic,8,diesel,2148,25000,,2100000,,10,170,5,
14074,maruti,baleno,manual,3,petrol,1197,11410,,725000,,21.4,83.1,5,
14075,mercedes-benz,gl-class,automatic,5,petrol,1991,30000,,3800000,,11.5,245,5,
14076,maruti,swift,manual,8,diesel,1248,45000,,500000,,22.9,74,5,
14077,maruti,celerio,automatic,3,petrol,998,48000,,451000,,23.1,67.04,5,
14078,hyundai,creta,manual,5,diesel,1396,98921,,850000,,21.38,88.7,5,
14079,skoda,rapid,manual,8,diesel,1598,40000,,510000,,20.5,103.5,5,
14080,mahindra,xuv500,manual,6,diesel,2179,65000,,1050000,,15.1,140,7,
14081,maruti,wagon r,manual,8,petrol,998,61000,,375000,,18.9,67.1,5,
14082,maruti,celerio,manual,5,diesel,793,61173,,375000,,27.62,47,5,
14083,maruti,swift dzire,manual,3,diesel,1248,70000,,600000,,28.4,74.02,5,
14084,maruti,vitara,manual,2,diesel,1248,6000,,900000,,24.3,88.5,5,
14085,hyundai,i10,manual,9,petrol,1086,90000,,250000,,19.81,68.05,5,
14086,honda,city,manual,10,petrol,1497,73000,,450000,,17,118,5,
14087,volkswagen,polo,manual,7,diesel,1498,53000,,560000,,20.14,88.8,5,
14088,maruti,swift,manual,7,diesel,1248,35465,,435000,,25.2,74,5,
14089,maruti,ciaz,manual,6,diesel,1248,120000,,530000,,26.21,88.5,5,
14090,hyundai,i10,manual,9,petrol,1086,61685,,300000,,19.81,68.05,5,
14091,maruti,vitara,manual,4,diesel,1248,80321,,960000,,24.3,88.5,5,
14092,hyundai,i20,manual,4,petrol,1197,12290,,735000,,18.6,81.83,5,
14093,mahindra,scorpio,manual,2,diesel,2179,70000,,950000,,9,120,5,
14094,bmw,3,automatic,3,diesel,1995,44000,,3400000,,22.69,190,5,
14095,maruti,wagon r,manual,5,petrol,998,33949,,385000,,18.9,67.1,5,
14096,hyundai,grand,manual,6,petrol,1197,40000,,375000,,18.9,82,5,
14097,maruti,vitara,manual,2,diesel,1248,120000,,950000,,24.3,88.5,5,
14098,maruti,swift dzire,manual,4,diesel,1248,48518,,725000,,19.3,73.9,5,
14099,hyundai,i20,manual,7,petrol,1197,49860,,400000,,18.6,81.83,5,
14100,maruti,swift,manual,6,diesel,1248,106452,,525000,,22.9,74,5,
14101,ford,ecosport,manual,3,diesel,1498,74000,,795000,,23,98.96,5,
14102,land rover,rover,automatic,5,diesel,2179,64000,,3290000,,12.63,147.5,5,
14103,hyundai,i20,manual,3,diesel,1396,32000,,860000,,21.19,88.76,5,
14104,volkswagen,polo,manual,7,diesel,1498,59400,,495000,,20.14,88.8,5,
14105,maruti,swift dzire,manual,13,diesel,1248,95000,,310000,,19.3,73.9,5,
14106,maruti,celerio,manual,5,petrol,998,50000,,450000,,23.1,67.04,5,
14107,hyundai,i20,manual,3,petrol,1197,68729,,650000,,18.6,81.83,5,
14108,toyota,innova,manual,10,cng,1998,100000,,380000,,12.4,132,8,
14109,hyundai,grand,manual,6,diesel,1120,51597,,375000,,24,70,5,
14110,ford,ecosport,manual,6,diesel,1498,110000,,600000,,22.77,98.59,5,
14111,maruti,vitara,manual,5,diesel,1248,60000,,925000,,24.3,88.5,5,
14112,maruti,swift,manual,3,diesel,1248,25000,,790000,,28.4,74,5,
14113,bmw,3,automatic,6,diesel,1995,55000,,2550000,,19.59,187.74,5,
14114,maruti,alto,manual,4,petrol,796,60000,,250000,,24.7,47.3,5,
14115,honda,jazz,manual,4,petrol,1199,8048,,600000,,18.7,88.7,5,
14116,maruti,wagon r,manual,9,petrol,998,61000,,275000,,18.9,67.1,5,
14117,honda,amaze,manual,4,diesel,1498,55000,,700000,,25.8,98.6,5,
14118,mahindra,kuv,manual,5,petrol,1198,25000,,400000,,18.15,82,5,
14119,honda,amaze,manual,2,petrol,1199,28366,,770000,,19.5,88.76,5,
14120,mahindra,bolero,manual,4,diesel,1493,84667,,650000,,16.5,70,7,
14121,hyundai,grand,manual,5,petrol,1197,27735,,500000,,18.9,81.86,5,
14122,toyota,innova,manual,12,diesel,2494,85500,,725000,,12.8,102,8,
14123,hyundai,grand,manual,6,petrol,1197,37000,,425000,,18.9,82,5,
14124,renault,kwid,manual,4,petrol,799,9000,,410000,,25.17,53.3,5,
14125,maruti,alto,manual,15,petrol,796,110000,,148000,,19.7,46.3,5,
14126,maruti,swift dzire,automatic,2,diesel,1248,15000,,800000,,28.4,74.02,5,
14127,hyundai,verna,manual,12,petrol,1599,110000,,250000,,13.9,103.2,5,
14128,maruti,ertiga,manual,5,diesel,1248,33213,,875000,,24.52,88.5,7,
14129,renault,kwid,manual,2,petrol,799,10000,,375000,,25.17,53.3,5,
14130,maruti,wagon r,manual,15,petrol,998,65000,,175000,,18.9,67.1,5,
14131,hyundai,i10,manual,9,petrol,1197,9800,,275000,,20.36,78.9,5,
14132,volkswagen,polo,manual,4,diesel,1498,120000,,600000,,20.14,88,5,
14133,maruti,alto,manual,7,petrol,998,60000,,230000,,23.95,67.05,5,
14134,maruti,swift,manual,7,diesel,1248,6500,,600000,,22.9,74,5,
14135,maruti,swift,manual,6,diesel,1248,66000,,520000,,25.2,74,5,
14136,maruti,wagon r,manual,11,petrol,998,40000,,214000,,18.9,67.1,5,
14137,hyundai,grand,manual,5,petrol,1197,33000,,450000,,18.9,82,5,
14138,volkswagen,polo,manual,3,petrol,999,14510,,560000,,18.78,75,5,
14139,hyundai,verna,manual,7,diesel,1582,50000,,600000,,22.32,126.3,5,
14140,maruti,ertiga,manual,5,petrol,1373,10000,,630000,,17.5,91.1,7,
14141,maruti,celerio,manual,2,petrol,998,15000,,460000,,23.1,67.04,5,
14142,maruti,swift dzire,automatic,2,petrol,1197,15000,,690000,,21.21,81.8,5,
14143,renault,duster,manual,7,diesel,1461,53190,,560000,,19.01,108.45,5,
14144,toyota,fortuner,automatic,9,diesel,2982,133342,,1450000,,11.5,169,7,
14145,maruti,wagon r,automatic,4,petrol,998,15000,,425000,,20.51,67,5,
14146,hyundai,grand,manual,7,diesel,1120,45135,,360000,,24,70,5,
14147,maruti,swift dzire,manual,3,diesel,1248,30000,,750000,,28.4,74.02,5,
14148,hyundai,verna,automatic,7,diesel,1582,72000,,725000,,19.08,126.32,5,
14149,mahindra,xuv500,manual,4,diesel,2179,58500,,1090000,,16,140,7,
14150,honda,amaze,manual,4,diesel,1498,60000,,600000,,25.8,98.6,5,
14151,honda,city,manual,4,diesel,1498,25000,,900000,,26,98.6,5,
14152,skoda,superb,automatic,5,diesel,1968,50000,,2100000,,18.19,174.5,5,
14153,honda,jazz,manual,5,diesel,1498,9999,,800000,,27.3,98.6,5,
14154,skoda,rapid,automatic,4,diesel,1498,130200,,650000,,21.72,108.6,5,
14155,honda,jazz,manual,5,petrol,1199,18000,,540000,,18.7,88.7,5,
14156,maruti,swift dzire,manual,7,diesel,1248,32115,,582000,,23.4,74,5,
14157,maruti,baleno,manual,5,petrol,1197,28582,,550000,,21.4,83.1,5,
14158,ford,figo,manual,8,diesel,1399,65000,,325000,,20,68.05,5,
14159,hyundai,grand,manual,7,petrol,1197,56000,,495000,,18.9,82,5,
14160,maruti,ciaz,manual,5,diesel,1248,50000,,745000,,28.09,88.5,5,
14161,volkswagen,vento,manual,9,diesel,1598,120000,,350000,,20.54,103.6,5,
14162,hyundai,i10,manual,7,petrol,1197,89800,,275000,,20.36,78.9,5,
14163,hyundai,i20,manual,6,diesel,1396,70000,,545000,,22.54,88.73,5,
14164,maruti,ciaz,manual,3,diesel,1248,24300,,800000,,28.09,88.5,5,
14165,hyundai,creta,manual,3,diesel,1582,40000,,1500000,,20.5,126.2,5,
14166,maruti,swift dzire,manual,6,diesel,1248,88000,,665000,,28.4,74.02,5,
14167,maruti,wagon r,manual,12,petrol,998,82149,,220000,,21.79,67.05,5,
14168,hyundai,creta,manual,3,diesel,1396,5000,,990000,,21.38,88.7,5,
14169,maruti,swift dzire,manual,13,diesel,1248,86379,,290000,,19.3,73.9,5,
14170,toyota,innova,manual,4,diesel,2393,80000,,1780000,,13.68,147.8,8,
14171,maruti,vitara,manual,3,diesel,1248,25000,,885000,,24.3,88.5,5,
14172,maruti,wagon r,manual,11,petrol,998,45000,,290000,,18.9,67.1,5,
14173,honda,amaze,manual,7,petrol,1198,78000,,420000,,18,86.7,5,
14174,datsun,go,manual,5,petrol,1198,52000,,320000,,19.44,67,7,
14175,honda,city,manual,5,petrol,1497,30000,,950000,,17.8,117.3,5,
14176,maruti,swift dzire,manual,7,diesel,1248,75000,,595000,,19.3,73.9,5,
14177,maruti,alto,manual,9,petrol,796,66000,,220000,,22.74,47.3,5,
14178,volkswagen,polo,manual,6,diesel,1498,68314,,531000,,20.14,88.8,5,
14179,maruti,swift dzire,automatic,4,petrol,1197,40000,,623000,,22,81.8,5,
14180,datsun,redi-go,automatic,3,petrol,999,6000,,435000,,22,67.05,5,
14181,maruti,dzire vxi,manual,7,petrol,1197,40000,,525000,,23.26,88.5,5,
14182,mahindra,scorpio,manual,13,diesel,2609,154000,,350000,,10.5,120,7,
14183,maruti,wagon r,automatic,4,petrol,998,39612,,465000,,21.79,67.05,5,
14184,maruti,wagon r,manual,7,petrol,998,20000,,250000,,20.51,67.04,5,
14185,honda,amaze,manual,7,diesel,1498,110000,,370000,,25.8,98.6,5,
14186,hyundai,i10,manual,11,petrol,1197,90000,,275000,,20.36,78.9,5,
14187,maruti,wagon r,manual,6,petrol,998,41586,,360000,,21.79,67.05,5,
14188,maruti,baleno,manual,5,petrol,1197,70000,,450000,,21.4,83.1,5,
14189,maruti,ertiga,manual,9,diesel,1248,120000,,550000,,20.77,88.76,7,
14190,ford,figo,manual,9,diesel,1399,190000,,200000,,20,68,5,
14191,renault,kwid,manual,5,petrol,799,25000,,275000,,25.17,53.3,5,
14192,maruti,alto,manual,9,petrol,796,75000,,245000,,19.7,46.3,5,
14193,honda,amaze,manual,8,diesel,1498,100000,,400000,,25.8,98.6,5,
14194,maruti,swift dzire,manual,3,petrol,1197,15000,,650000,,21.21,81.8,5,
14195,toyota,innova,manual,10,diesel,2494,94000,,700000,,12.8,102,8,
14196,hyundai,i20,manual,6,petrol,1197,65000,,530000,,18.6,81.83,5,
14197,ford,figo,manual,11,diesel,1399,170000,,235000,,20,68,5,
14198,hyundai,i20,manual,5,petrol,1197,23500,,590000,,18.6,81.83,5,
14199,hyundai,i10,manual,13,petrol,1086,73181,,260000,,19.81,68.05,5,
14200,maruti,wagon r,automatic,5,petrol,998,29000,,450000,,20.51,67,5,
14201,mahindra,bolero,manual,6,diesel,2523,58480,,551000,,15.96,62.1,7,
14202,tata,tiago,manual,4,petrol,1199,30000,,350000,,23.84,84,5,
14203,hyundai,grand,manual,6,petrol,1197,70000,,400000,,18.9,82,5,
14204,hyundai,i10,manual,11,petrol,1197,70000,,290000,,20.36,78.9,5,
14205,hyundai,i20,manual,11,petrol,1197,60000,,345000,,17,80,5,
14206,audi,a6,automatic,5,diesel,1968,54945,,3200000,,17.68,174.33,5,
14207,hyundai,santro,manual,11,cng,1086,35000,,265000,,11.88,62.1,5,
14208,maruti,vitara,manual,4,diesel,1248,160000,,795000,,24.3,88.5,5,
14209,toyota,innova,manual,5,diesel,2393,86000,,1695000,,13.68,147.8,8,
14210,maruti,vitara,manual,5,diesel,1248,27200,,809000,,24.3,88.5,5,
14211,tata,nexon,manual,2,diesel,1497,24000,,800000,,21.5,108.5,5,
14212,audi,a4,automatic,4,diesel,1968,53700,,1760000,,18.25,187.74,5,
14213,maruti,baleno,manual,4,petrol,1197,55087,,605000,,21.01,81.8,5,
14214,toyota,innova,manual,9,diesel,2494,160000,,700000,,12.8,102,8,
14215,hyundai,verna,manual,12,diesel,1493,121725,,330000,,16.8,110,5,
14216,honda,city,manual,4,diesel,1498,47000,,1000000,,25.6,97.9,5,
14217,mahindra,bolero,manual,10,diesel,2523,70000,,365000,,13.6,63,7,
14218,hyundai,creta,manual,6,diesel,1582,90000,,850000,,19.67,126.2,5,
14219,maruti,ertiga,manual,8,diesel,1248,120000,,460000,,20.77,88.8,7,
14220,maruti,swift,manual,6,diesel,1248,90000,,460000,,25.2,74,5,
14221,maruti,alto,manual,9,petrol,998,81622,,240000,,23.95,67.05,5,
14222,maruti,wagon r,manual,13,petrol,1061,173000,,115000,,18.9,67,5,
14223,tata,tigor,manual,3,petrol,1199,15000,,600000,,20.3,84,5,
14224,honda,civic,manual,9,petrol,1799,70000,,500000,,14.8,130.2,5,
14225,ford,ecosport,manual,3,diesel,1498,40000,,950000,,23,98.96,5,
14226,honda,city,manual,5,petrol,1497,81000,,730000,,17.4,117.3,5,
14227,maruti,swift,manual,13,diesel,1248,120000,,300000,,17.8,75,5,
14228,maruti,swift dzire,manual,5,diesel,1248,50000,,600000,,26.59,74,5,
14229,volvo,xc,manual,5,diesel,2400,90300,,4050000,,11.1,200,7,
14230,hyundai,creta,manual,3,diesel,1396,35000,,996000,,22.1,88.7,5,
14231,mahindra,xuv500,manual,7,diesel,2179,80594,,725000,,15.1,140,7,
14232,maruti,wagon r,manual,17,petrol,998,50000,,80000,,18.9,67.1,5,
14233,maruti,baleno,automatic,2,petrol,1197,14000,,910000,,19.56,81.8,5,
14234,maruti,swift dzire,manual,2,petrol,1197,22000,,775000,,21.21,81.8,5,
14235,hyundai,verna,manual,5,petrol,1591,53400,,675000,,17.01,121.3,5,
14236,maruti,celerio,automatic,5,petrol,998,53000,,455000,,23.1,67.04,5,
14237,volkswagen,polo,manual,2,diesel,1498,30126,,721000,,20.14,88.8,5,
14238,hyundai,creta,automatic,6,diesel,1582,120000,,850000,,17.01,126.2,5,
14239,maruti,swift,manual,6,petrol,1197,120000,,555000,,20.4,81.8,5,
14240,honda,city,manual,4,diesel,1498,35000,,900000,,26,98.6,5,
14241,tata,safari,manual,11,diesel,2179,110000,,350000,,13.93,138,7,
14242,maruti,wagon r,manual,7,petrol,998,80000,,300000,,20.51,67.04,5,
14243,hyundai,i20,manual,6,diesel,1396,120000,,600000,,22.54,88.73,5,
14244,honda,amaze,manual,2,petrol,1199,5000,,750000,,19.5,88.76,5,
14245,renault,kwid,automatic,3,petrol,999,1973,,485000,,24.04,67,5,
14246,mahindra,xuv500,manual,9,diesel,2179,80000,,650000,,15.1,140,7,
14247,ford,figo,manual,8,diesel,1399,70000,,320000,,20,68.1,5,
14248,skoda,rapid,manual,6,diesel,1498,82000,,530000,,21.14,103.52,5,
14249,hyundai,verna,manual,9,diesel,1582,88168,,450000,,22.32,126.3,5,
14250,tata,tiago,manual,4,petrol,1199,57000,,421000,,23.84,84,5,
14251,hyundai,grand,manual,7,diesel,1120,60000,,480000,,24,70,5,
14252,mahindra,xuv500,manual,7,diesel,2179,76000,,690000,,15.1,140,7,
14253,datsun,redigo,manual,4,petrol,799,49000,,220000,,22.7,53.64,5,
14254,renault,duster,manual,8,diesel,1461,88000,,450000,,20.45,83.8,5,
14255,tata,safari,manual,8,diesel,2179,120000,,420000,,14,138.1,7,
14256,maruti,alto,automatic,17,petrol,796,80000,,80000,,19.7,46.3,5,
14257,hyundai,grand,manual,5,petrol,1197,52000,,445000,,18.9,82,5,
14258,mahindra,xuv500,manual,7,diesel,2179,75273,,851000,,16,140,7,
14259,honda,city,manual,7,diesel,1498,56954,,599000,,26,98.6,5,
14260,honda,city,automatic,6,petrol,1497,120000,,660000,,18,117.3,5,
14261,maruti,eeco,manual,1,petrol,1196,20000,,480000,,16.11,72.42,5,
14262,maruti,alto,manual,5,petrol,796,35000,,280000,,22.74,47.3,5,
14263,maruti,wagon r,automatic,2,petrol,1197,5400,,625000,,20.52,81.8,5,
14264,hyundai,i20,manual,4,petrol,1197,20000,,740000,,18.6,81.83,5,
14265,maruti,baleno,manual,4,petrol,1197,43000,,625000,,21.4,83.1,5,
14266,maruti,alto,manual,11,petrol,998,78000,,245000,,20.92,67.1,5,
14267,maruti,swift,manual,13,diesel,1248,86000,,280000,,17.8,75,5,
14268,maruti,celerio,automatic,4,petrol,998,40000,,400000,,23.1,67.04,5,
14269,hyundai,i10,automatic,9,petrol,1197,69900,,395000,,16.95,78.9,5,
14270,maruti,alto,manual,4,cng,998,50000,,315000,,32.26,58.2,4,
14271,hyundai,i10,manual,13,petrol,1086,20000,,230000,,19.81,68.05,5,
14272,volkswagen,vento,manual,10,diesel,1498,72565,,370000,,22.27,108.6,5,
14273,mahindra,thar,manual,7,diesel,2498,84000,,600000,,16.55,105,6,
14274,datsun,redigo,manual,5,petrol,799,50000,,235000,,22.7,53.64,5,
14275,volkswagen,vento,manual,8,diesel,1598,110000,,400000,,20.54,103.6,5,
14276,volkswagen,polo,manual,8,diesel,1598,53000,,590000,,15.11,103.6,5,
14277,maruti,alto,manual,6,petrol,998,37528,,310000,,23.95,67.05,5,
14278,maruti,vitara,manual,4,diesel,1248,62000,,820000,,24.3,88.5,5,
14279,maruti,alto,manual,6,petrol,796,40000,,280000,,22.74,47.3,5,
14280,maruti,wagon r,manual,7,petrol,998,65369,,390000,,18.9,67.1,5,
14281,renault,duster,manual,7,diesel,1461,72000,,495000,,19.01,108.45,5,
14282,maruti,ciaz,manual,3,petrol,1373,40000,,800000,,20.73,91.1,5,
14283,maruti,swift,manual,8,diesel,1248,78000,,427000,,22.9,74,5,
14284,toyota,innova,manual,13,diesel,2494,120000,,600000,,12.8,102,7,
14285,datsun,go,manual,3,petrol,1198,22000,,400000,,19.44,67,7,
14286,honda,amaze,manual,5,petrol,1198,57000,,550000,,18,86.7,5,
14287,maruti,swift,manual,3,petrol,1197,30000,,550000,,22,81.8,5,
14288,maruti,swift,manual,8,diesel,1248,158000,,450000,,22.9,74,5,
14289,mahindra,xuv500,automatic,5,diesel,2179,56000,,1275000,,16,140,7,
14290,volkswagen,polo,manual,6,diesel,1498,80000,,499000,,20.14,88.5,5,
14291,hyundai,i20,manual,7,petrol,1197,37000,,495000,,18.6,81.83,5,
14292,renault,duster,manual,8,diesel,1461,50000,,500000,,19.87,83.8,5,
14293,toyota,innova,manual,5,diesel,2494,92000,,1150000,,12.8,102,7,
14294,maruti,swift,manual,11,diesel,1248,99590,,300000,,17.8,75,5,
14295,honda,amaze,manual,7,petrol,1198,54000,,400000,,18,86.7,5,
14296,maruti,baleno,manual,3,diesel,1248,74000,,750000,,27.39,74,5,
14297,maruti,ertiga,manual,8,petrol,1373,36000,,665000,,16.02,93.7,7,
14298,volvo,xc60,automatic,8,diesel,1984,95000,,1600000,,14.7,181,5,
14299,hyundai,i20,manual,5,diesel,1396,48000,,625000,,21.9,88.76,5,
14300,honda,jazz,automatic,3,petrol,1199,14609,,850000,,18.2,88.7,5,
14301,skoda,octavia,manual,13,diesel,1896,38000,,540000,,16.6,122.4,5,
14302,maruti,alto,manual,4,petrol,796,54000,,260000,,24.7,47.3,5,
14303,maruti,swift dzire,manual,4,diesel,1248,77000,,750000,,26.59,74,5,
14304,maruti,alto,manual,2,petrol,796,20387,,335000,,22.05,47.3,5,
14305,mahindra,scorpio,manual,11,diesel,2179,127000,,400000,,12.05,120,8,
14306,renault,kwid,manual,3,petrol,999,20000,,340000,,23.01,67,5,
14307,maruti,vitara,manual,3,diesel,1248,80000,,830000,,24.3,88.5,5,
14308,mercedes-benz,gl-class,automatic,5,diesel,2987,79090,,4500000,,11.3,254.8,7,
14309,hyundai,venue,manual,2,petrol,998,14351,,1090000,,18.27,118.35,5,
14310,maruti,alto,manual,5,petrol,796,30000,,228000,,24.7,47.3,5,
14311,maruti,wagon r,manual,12,petrol,1061,96547,,290000,,18.9,67,5,
14312,maruti,baleno,manual,5,petrol,1197,34000,,550000,,21.4,83.1,5,
14313,hyundai,verna,manual,8,diesel,1582,65000,,595000,,23.9,126.2,5,
14314,hyundai,grand,manual,7,petrol,1197,75571,,450000,,18.9,81.86,5,
14315,hyundai,i20,manual,9,diesel,1396,52253,,480000,,21.9,88.76,5,
14316,maruti,vitara,manual,4,diesel,1248,55000,,970000,,24.3,88.5,5,
14317,maruti,swift dzire,manual,7,diesel,1248,120000,,500000,,23.4,74,5,
14318,honda,amaze,manual,4,diesel,1498,70000,,350000,,25.8,98.6,5,
14319,renault,duster,automatic,5,diesel,1461,75000,,730000,,19.6,108.45,5,
